FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.2166,2166,POINT (16.40468648184221 48.24588416121866),Friedstraße,Friedstr.,20B,
OEFFHALTESTOGD.2167,2167,POINT (16.405493216027264 48.20231839015214),Lukschgasse,Lukschg.,80A,
OEFFHALTESTOGD.2168,2168,POINT (16.401193196484254 48.24643983236521),Josef-Melichar-Gasse,Josef-Melichar-G.,20B,
OEFFHALTESTOGD.2169,2169,POINT (16.437816198617554 48.202057430227775),Schipanygasse,Schipanyg.,79B,
OEFFHALTESTOGD.2170,2170,POINT (16.430094188908946 48.24691896758796),Prandaugasse,Prandaug.,25,
OEFFHALTESTOGD.2171,2171,POINT (16.427744903518793 48.24754616944682),Dückegasse,Dückeg.,27A,
OEFFHALTESTOGD.2172,2172,POINT (16.437006811324654 48.201519954129814),Schipanygasse,Schipanyg.,"77A, 79B, 80B",
OEFFHALTESTOGD.2173,2173,POINT (16.41029090458066 48.201282860214974),Rustenschacherallee,Rustenschacherallee,80A,
OEFFHALTESTOGD.2174,2174,POINT (16.43919176496231 48.20053831594867),Stadlauer Brücke,Stadlauer Brücke,79B,
OEFFHALTESTOGD.2175,2175,POINT (16.41080413394105 48.24928032710985),Mühlschüttel,Mühlschüttel,33A,
OEFFHALTESTOGD.2176,2176,POINT (16.43912546161516 48.20002407481751),Stadlauer Brücke,Stadlauer Brücke,"77A, 80B",
OEFFHALTESTOGD.2177,2177,POINT (16.43383581854248 48.296426354993656),Gasthaus Zum Friedhof,Gh. Zum Friedhof,"125, 220",
OEFFHALTESTOGD.2178,2178,POINT (16.44098373819247 48.19944823365829),Praterkai,Praterkai,S80,
OEFFHALTESTOGD.2179,2179,POINT (16.40758901398676 48.24972500242394),Theodor-Körner-Gasse,Theodor-Körner-G.,33A,
OEFFHALTESTOGD.2180,2180,POINT (16.427055259145025 48.29674386315503),Tilakstraße,Tilakstr.,"125, 220",
OEFFHALTESTOGD.2181,2181,POINT (16.404124740554302 48.25044655548269),Morelligasse,Morellig.,33A,
OEFFHALTESTOGD.2182,2182,POINT (16.434395076348025 48.250620272834695),Attemsgasse,Attemsg.,27A,
OEFFHALTESTOGD.2183,2183,POINT (16.399882866172508 48.19755859688834),Kardinal-Nagl-Platz,Kardinal-Nagl-Pl.,U3,
OEFFHALTESTOGD.2184,2184,POINT (16.40244670454876 48.197445855267475),Kardinal-Nagl-Platz,Kardinal-Nagl-Pl.,77A,
OEFFHALTESTOGD.2185,2185,POINT (16.436322874206084 48.25062001397293),Saikogasse,Saikog.,26,
OEFFHALTESTOGD.2186,2186,POINT (16.411913724409164 48.197291616189574),Schüttelstraße,Schüttelstr.,77A,
OEFFHALTESTOGD.2187,2187,POINT (16.411315365515918 48.19699073558694),Schüttelstraße,Schüttelstr.,80A,
OEFFHALTESTOGD.2188,2188,POINT (16.430299816620106 48.25125743544582),Josef-Baumann-Gasse,Josef-Baumann-G.,"25, 26, 27A",
OEFFHALTESTOGD.2189,2189,POINT (16.405048816547534 48.19656804621154),Lechnerstraße,Lechnerstr.,77A,
OEFFHALTESTOGD.2190,2190,POINT (16.40537193050419 48.25168377451798),Scheffelstraße,Scheffelstr.,33A,
OEFFHALTESTOGD.2191,2191,POINT (16.40891023889742 48.195756275021644),Ludwig-Koeßler-Platz,Ludwig-Koeßler-Pl.,"77A, 80A",
OEFFHALTESTOGD.2192,2192,POINT (16.40740040211851 48.195722372113416),Erdbergstraße/Schlachthausgasse,Erdbergstr./Schlachthausg.,77A,
OEFFHALTESTOGD.2193,2193,POINT (16.40674861279561 48.19441397715499),Schlachthausgasse,Schlachthausg.,U3,
OEFFHALTESTOGD.2194,2194,POINT (16.40692512628557 48.1943551310323),Schlachthausgasse,Schlachthausg.,77A,
OEFFHALTESTOGD.2195,2195,POINT (16.407208772917677 48.19428216741003),Schlachthausgasse,Schlachthausg.,18,
OEFFHALTESTOGD.2196,2196,POINT (16.40816023020815 48.19410227245309),Schlachthausgasse,Schlachthausg.,80A,
OEFFHALTESTOGD.2197,2197,POINT (16.407547286362853 48.19392503830552),Schlachthausgasse,Schlachthausg.,80A,
OEFFHALTESTOGD.2198,2198,POINT (16.409640498723356 48.28510913637529),Hanreitergasse,Hanreiterg.,30A,
OEFFHALTESTOGD.2199,2199,POINT (16.439953668381147 48.1933582153871),Lusthaus,Lusthaus,77A,
OEFFHALTESTOGD.2200,2200,POINT (16.404739363931824 48.19328794654057),Baumgasse,Baumg.,18,
OEFFHALTESTOGD.2201,2201,POINT (16.420995059061987 48.25316560654797),Carminweg,Carminweg,"25, 26",
OEFFHALTESTOGD.2202,2202,POINT (16.414140428524874 48.19142512806669),Erdberg,Erdberg,U3,
OEFFHALTESTOGD.2203,2203,POINT (16.439370351826458 48.19096316468564),Gärtnerstraße,Gärtnerstr.,77A,
OEFFHALTESTOGD.2204,2204,POINT (16.414043313023633 48.253236851468074),Fultonstraße,Fultonstr.,"25, 26",
OEFFHALTESTOGD.2205,2205,POINT (16.401361153937643 48.19073274016636),Viehmarktgasse,Viehmarktg.,18,
OEFFHALTESTOGD.2206,2206,POINT (16.401034763166628 48.19047689791798),Viehmarktgasse,Viehmarktg.,74A,
